evidence_id	original_source	original_reference_build	original_chrom	original_start	original_end	mapped_reference_build	mapped_chrom	mapped_start	mapped_end	mapping_method	mapping_confidence	mapping_status	failure_reason	notes
KGE_00000310	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	13837916	13839366	IRGSP-1.0 / GCF_001433935.1	1	13837916	13839366	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000311	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	13842272	13843744	IRGSP-1.0 / GCF_001433935.1	1	13842272	13843744	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000312	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	13903285	13904626	IRGSP-1.0 / GCF_001433935.1	1	13903285	13904626	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000313	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	14012515	14019465	IRGSP-1.0 / GCF_001433935.1	1	14012515	14019465	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000314	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	14167662	14168570	IRGSP-1.0 / GCF_001433935.1	1	14167662	14168570	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000315	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	14328827	14333206	IRGSP-1.0 / GCF_001433935.1	1	14328827	14333206	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000316	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	14328622	14333284	IRGSP-1.0 / GCF_001433935.1	1	14328622	14333284	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000317	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	14330040	14333284	IRGSP-1.0 / GCF_001433935.1	1	14330040	14333284	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000318	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	14437890	14439688	IRGSP-1.0 / GCF_001433935.1	1	14437890	14439688	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000319	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	14444478	14445110	IRGSP-1.0 / GCF_001433935.1	1	14444478	14445110	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000320	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	14446913	14453453	IRGSP-1.0 / GCF_001433935.1	1	14446913	14453453	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000321	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	14586949	14591886	IRGSP-1.0 / GCF_001433935.1	1	14586949	14591886	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000322	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	14597788	14605955	IRGSP-1.0 / GCF_001433935.1	1	14597788	14605955	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000323	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	14621511	14627934	IRGSP-1.0 / GCF_001433935.1	1	14621511	14627934	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000324	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	14809676	14821941	IRGSP-1.0 / GCF_001433935.1	1	14809676	14821941	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000325	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	14964573	14968307	IRGSP-1.0 / GCF_001433935.1	1	14964573	14968307	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000326	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	14993204	14998103	IRGSP-1.0 / GCF_001433935.1	1	14993204	14998103	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000327	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	15075863	15083305	IRGSP-1.0 / GCF_001433935.1	1	15075863	15083305	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000328	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	15124631	15125396	IRGSP-1.0 / GCF_001433935.1	1	15124631	15125396	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000329	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	15130898	15139459	IRGSP-1.0 / GCF_001433935.1	1	15130898	15139459	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000330	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	15146089	15152275	IRGSP-1.0 / GCF_001433935.1	1	15146089	15152275	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000331	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	15152302	15157185	IRGSP-1.0 / GCF_001433935.1	1	15152302	15157185	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000332	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	15281170	15283073	IRGSP-1.0 / GCF_001433935.1	1	15281170	15283073	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000333	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	15346352	15347941	IRGSP-1.0 / GCF_001433935.1	1	15346352	15347941	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000334	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	15934495	15935317	IRGSP-1.0 / GCF_001433935.1	1	15934495	15935317	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000335	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	16061947	16067655	IRGSP-1.0 / GCF_001433935.1	1	16061947	16067655	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000336	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	16325462	16328718	IRGSP-1.0 / GCF_001433935.1	1	16325462	16328718	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000337	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	16720752	16722617	IRGSP-1.0 / GCF_001433935.1	1	16720752	16722617	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000338	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	17012671	17016236	IRGSP-1.0 / GCF_001433935.1	1	17012671	17016236	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000339	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	17159733	17161535	IRGSP-1.0 / GCF_001433935.1	1	17159733	17161535	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000340	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	17341236	17346405	IRGSP-1.0 / GCF_001433935.1	1	17341236	17346405	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000341	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	17454023	17464971	IRGSP-1.0 / GCF_001433935.1	1	17454023	17464971	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000342	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	17459828	17464840	IRGSP-1.0 / GCF_001433935.1	1	17459828	17464840	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000343	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	17605172	17607509	IRGSP-1.0 / GCF_001433935.1	1	17605172	17607509	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000344	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	17741064	17742255	IRGSP-1.0 / GCF_001433935.1	1	17741064	17742255	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000345	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	17756115	17764819	IRGSP-1.0 / GCF_001433935.1	1	17756115	17764819	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000346	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	17904834	17910037	IRGSP-1.0 / GCF_001433935.1	1	17904834	17910037	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000347	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	17947850	17951625	IRGSP-1.0 / GCF_001433935.1	1	17947850	17951625	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000348	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	17990846	17993750	IRGSP-1.0 / GCF_001433935.1	1	17990846	17993750	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000349	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	17999387	18002863	IRGSP-1.0 / GCF_001433935.1	1	17999387	18002863	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000350	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	18013673	18017109	IRGSP-1.0 / GCF_001433935.1	1	18013673	18017109	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000351	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	18087602	18095470	IRGSP-1.0 / GCF_001433935.1	1	18087602	18095470	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000352	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	18205177	18208214	IRGSP-1.0 / GCF_001433935.1	1	18205177	18208214	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000353	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	18352836	18354506	IRGSP-1.0 / GCF_001433935.1	1	18352836	18354506	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000354	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	18364938	18366455	IRGSP-1.0 / GCF_001433935.1	1	18364938	18366455	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000355	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	18394382	18401686	IRGSP-1.0 / GCF_001433935.1	1	18394382	18401686	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000356	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	18405728	18408073	IRGSP-1.0 / GCF_001433935.1	1	18405728	18408073	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000357	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	18531831	18541140	IRGSP-1.0 / GCF_001433935.1	1	18531831	18541140	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000358	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	18671229	18674473	IRGSP-1.0 / GCF_001433935.1	1	18671229	18674473	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000359	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	18720879	18723104	IRGSP-1.0 / GCF_001433935.1	1	18720879	18723104	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000360	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	18755383	18756817	IRGSP-1.0 / GCF_001433935.1	1	18755383	18756817	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000361	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	18940502	18945666	IRGSP-1.0 / GCF_001433935.1	1	18940502	18945666	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000362	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	19059236	19061167	IRGSP-1.0 / GCF_001433935.1	1	19059236	19061167	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000363	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	19089919	19094304	IRGSP-1.0 / GCF_001433935.1	1	19089919	19094304	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000364	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	19394542	19405480	IRGSP-1.0 / GCF_001433935.1	1	19394542	19405480	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000365	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	19855213	19856657	IRGSP-1.0 / GCF_001433935.1	1	19855213	19856657	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000366	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	19959667	19961939	IRGSP-1.0 / GCF_001433935.1	1	19959667	19961939	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000367	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	20240545	20243213	IRGSP-1.0 / GCF_001433935.1	1	20240545	20243213	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000368	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	20256175	20260730	IRGSP-1.0 / GCF_001433935.1	1	20256175	20260730	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000369	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	20317878	20319355	IRGSP-1.0 / GCF_001433935.1	1	20317878	20319355	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000370	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	20327992	20334833	IRGSP-1.0 / GCF_001433935.1	1	20327992	20334833	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000371	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	20351529	20364454	IRGSP-1.0 / GCF_001433935.1	1	20351529	20364454	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000372	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	20385993	20388511	IRGSP-1.0 / GCF_001433935.1	1	20385993	20388511	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000373	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	20489220	20501766	IRGSP-1.0 / GCF_001433935.1	1	20489220	20501766	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000374	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	20489219	20501819	IRGSP-1.0 / GCF_001433935.1	1	20489219	20501819	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000375	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	20540847	20547073	IRGSP-1.0 / GCF_001433935.1	1	20540847	20547073	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000376	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	20571063	20576206	IRGSP-1.0 / GCF_001433935.1	1	20571063	20576206	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000377	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	20581641	20589583	IRGSP-1.0 / GCF_001433935.1	1	20581641	20589583	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000378	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	20599446	20602258	IRGSP-1.0 / GCF_001433935.1	1	20599446	20602258	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000379	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	20705750	20707408	IRGSP-1.0 / GCF_001433935.1	1	20705750	20707408	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000380	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	20935789	20937436	IRGSP-1.0 / GCF_001433935.1	1	20935789	20937436	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000381	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	20953961	20955513	IRGSP-1.0 / GCF_001433935.1	1	20953961	20955513	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000382	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	21071497	21076720	IRGSP-1.0 / GCF_001433935.1	1	21071497	21076720	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000383	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	21195400	21201154	IRGSP-1.0 / GCF_001433935.1	1	21195400	21201154	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000384	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	21230393	21234906	IRGSP-1.0 / GCF_001433935.1	1	21230393	21234906	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000385	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	21265832	21270762	IRGSP-1.0 / GCF_001433935.1	1	21265832	21270762	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000386	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	21381884	21389642	IRGSP-1.0 / GCF_001433935.1	1	21381884	21389642	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000387	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	21415236	21441439	IRGSP-1.0 / GCF_001433935.1	1	21415236	21441439	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000388	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	21525509	21549819	IRGSP-1.0 / GCF_001433935.1	1	21525509	21549819	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000389	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	21637031	21643111	IRGSP-1.0 / GCF_001433935.1	1	21637031	21643111	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000390	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	21719861	21722018	IRGSP-1.0 / GCF_001433935.1	1	21719861	21722018	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000391	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	21723648	21725909	IRGSP-1.0 / GCF_001433935.1	1	21723648	21725909	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000392	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	21837626	21848084	IRGSP-1.0 / GCF_001433935.1	1	21837626	21848084	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000393	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	21790330	21797182	IRGSP-1.0 / GCF_001433935.1	1	21790330	21797182	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000394	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	21900067	21903103	IRGSP-1.0 / GCF_001433935.1	1	21900067	21903103	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000395	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	21938865	21941797	IRGSP-1.0 / GCF_001433935.1	1	21938865	21941797	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000396	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	21973502	21981885	IRGSP-1.0 / GCF_001433935.1	1	21973502	21981885	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000397	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22088204	22091018	IRGSP-1.0 / GCF_001433935.1	1	22088204	22091018	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000398	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22138044	22142395	IRGSP-1.0 / GCF_001433935.1	1	22138044	22142395	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000399	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22163109	22180388	IRGSP-1.0 / GCF_001433935.1	1	22163109	22180388	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000400	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22215593	22241305	IRGSP-1.0 / GCF_001433935.1	1	22215593	22241305	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000401	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22301233	22327456	IRGSP-1.0 / GCF_001433935.1	1	22301233	22327456	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000402	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22337554	22341551	IRGSP-1.0 / GCF_001433935.1	1	22337554	22341551	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000403	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22353427	22358405	IRGSP-1.0 / GCF_001433935.1	1	22353427	22358405	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000404	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22353484	22358366	IRGSP-1.0 / GCF_001433935.1	1	22353484	22358366	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000405	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22353427	22358405	IRGSP-1.0 / GCF_001433935.1	1	22353427	22358405	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000406	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22375575	22377307	IRGSP-1.0 / GCF_001433935.1	1	22375575	22377307	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000407	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22379143	22382500	IRGSP-1.0 / GCF_001433935.1	1	22379143	22382500	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000408	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22379143	22382540	IRGSP-1.0 / GCF_001433935.1	1	22379143	22382540	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000409	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22427831	22430870	IRGSP-1.0 / GCF_001433935.1	1	22427831	22430870	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000410	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22474568	22476504	IRGSP-1.0 / GCF_001433935.1	1	22474568	22476504	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000411	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22489496	22490967	IRGSP-1.0 / GCF_001433935.1	1	22489496	22490967	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000412	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22535013	22538645	IRGSP-1.0 / GCF_001433935.1	1	22535013	22538645	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
