assignment_id	split_version	random_seed	split_unit_id	split_block_id	split_unit_type	assigned_split	assigned_role	trait_id	object_type	chrom	start	end	assignment_rule	prototype_locked_not_final	notes
ASN_000000303	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0859	BLK_ACC_ACC_0859	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000304	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0860	BLK_ACC_ACC_0860	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000305	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0861	BLK_ACC_ACC_0861	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000306	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0862	BLK_ACC_ACC_0862	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000307	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0863	BLK_ACC_ACC_0863	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000308	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0864	BLK_ACC_ACC_0864	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000309	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0865	BLK_ACC_ACC_0865	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000310	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0866	BLK_ACC_ACC_0866	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000311	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0867	BLK_ACC_ACC_0867	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000312	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0868	BLK_ACC_ACC_0868	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000313	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0869	BLK_ACC_ACC_0869	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000314	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0870	BLK_ACC_ACC_0870	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000315	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0871	BLK_ACC_ACC_0871	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000316	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0872	BLK_ACC_ACC_0872	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000317	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0873	BLK_ACC_ACC_0873	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000318	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0874	BLK_ACC_ACC_0874	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000319	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0875	BLK_ACC_ACC_0875	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000320	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0876	BLK_ACC_ACC_0876	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000321	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0877	BLK_ACC_ACC_0877	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000322	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0878	BLK_ACC_ACC_0878	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000323	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0879	BLK_ACC_ACC_0879	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000324	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0880	BLK_ACC_ACC_0880	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000325	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0881	BLK_ACC_ACC_0881	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000326	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0882	BLK_ACC_ACC_0882	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000327	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0883	BLK_ACC_ACC_0883	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000328	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0884	BLK_ACC_ACC_0884	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000329	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0885	BLK_ACC_ACC_0885	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000330	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0886	BLK_ACC_ACC_0886	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000331	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0887	BLK_ACC_ACC_0887	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000332	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0888	BLK_ACC_ACC_0888	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000333	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0889	BLK_ACC_ACC_0889	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000334	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0890	BLK_ACC_ACC_0890	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000335	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0891	BLK_ACC_ACC_0891	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000336	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0892	BLK_ACC_ACC_0892	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000337	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0893	BLK_ACC_ACC_0893	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000338	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0894	BLK_ACC_ACC_0894	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000339	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0895	BLK_ACC_ACC_0895	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000340	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0896	BLK_ACC_ACC_0896	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000341	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0897	BLK_ACC_ACC_0897	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000342	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0898	BLK_ACC_ACC_0898	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000343	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0899	BLK_ACC_ACC_0899	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000344	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0900	BLK_ACC_ACC_0900	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000345	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0901	BLK_ACC_ACC_0901	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000346	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0902	BLK_ACC_ACC_0902	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000347	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0903	BLK_ACC_ACC_0903	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000348	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0904	BLK_ACC_ACC_0904	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000349	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0905	BLK_ACC_ACC_0905	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000350	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0906	BLK_ACC_ACC_0906	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000351	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0907	BLK_ACC_ACC_0907	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000352	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0908	BLK_ACC_ACC_0908	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000353	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0909	BLK_ACC_ACC_0909	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000354	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0910	BLK_ACC_ACC_0910	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000355	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0911	BLK_ACC_ACC_0911	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000356	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0912	BLK_ACC_ACC_0912	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000357	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0913	BLK_ACC_ACC_0913	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000358	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0914	BLK_ACC_ACC_0914	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000359	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0915	BLK_ACC_ACC_0915	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000360	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0916	BLK_ACC_ACC_0916	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000361	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0917	BLK_ACC_ACC_0917	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000362	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0918	BLK_ACC_ACC_0918	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000363	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0919	BLK_ACC_ACC_0919	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000364	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0920	BLK_ACC_ACC_0920	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000365	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0921	BLK_ACC_ACC_0921	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000366	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0922	BLK_ACC_ACC_0922	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000367	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0923	BLK_ACC_ACC_0923	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000368	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0924	BLK_ACC_ACC_0924	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000369	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0925	BLK_ACC_ACC_0925	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000370	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0926	BLK_ACC_ACC_0926	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000371	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0927	BLK_ACC_ACC_0927	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000372	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0928	BLK_ACC_ACC_0928	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000373	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0929	BLK_ACC_ACC_0929	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000374	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0930	BLK_ACC_ACC_0930	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000375	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0931	BLK_ACC_ACC_0931	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000376	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0932	BLK_ACC_ACC_0932	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000377	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0933	BLK_ACC_ACC_0933	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000378	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0934	BLK_ACC_ACC_0934	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000379	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0935	BLK_ACC_ACC_0935	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000380	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0936	BLK_ACC_ACC_0936	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000381	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0937	BLK_ACC_ACC_0937	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000382	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0938	BLK_ACC_ACC_0938	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000383	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0939	BLK_ACC_ACC_0939	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000384	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0940	BLK_ACC_ACC_0940	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000385	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0941	BLK_ACC_ACC_0941	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000386	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0942	BLK_ACC_ACC_0942	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000387	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0943	BLK_ACC_ACC_0943	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000388	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0944	BLK_ACC_ACC_0944	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000389	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0945	BLK_ACC_ACC_0945	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000390	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0946	BLK_ACC_ACC_0946	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000391	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0947	BLK_ACC_ACC_0947	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000392	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0948	BLK_ACC_ACC_0948	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000393	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0949	BLK_ACC_ACC_0949	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000394	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0950	BLK_ACC_ACC_0950	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000395	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0951	BLK_ACC_ACC_0951	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000396	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0952	BLK_ACC_ACC_0952	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000397	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0953	BLK_ACC_ACC_0953	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000398	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0954	BLK_ACC_ACC_0954	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000399	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0955	BLK_ACC_ACC_0955	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000400	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0956	BLK_ACC_ACC_0956	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000401	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0957	BLK_ACC_ACC_0957	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000402	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0958	BLK_ACC_ACC_0958	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000403	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0959	BLK_ACC_ACC_0959	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
