decoy_pair_id	object_id	trait_id	object_type	decoy_object_id	decoy_object_type	match_rank	match_score	matching_level	matching_status	relaxation_level	relaxation_reason	n_candidates_before_filter	n_candidates_after_filter	matched_fields	unavailable_fields	field_balance_score	position_balance_score	density_balance_score	annotation_balance_score	detectability_balance_score	research_bias_balance_score	notes	pipeline_version
DP_000000368	OBJ_GENE_00000494	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0648600	gene	3	0.87168	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.87168	0.954332	0.586504	1	1	0.817566	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000369	OBJ_GENE_00000494	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0646300	gene	4	0.865765	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.865765	0.927689	0.583572	1	1	0.817566	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000370	OBJ_GENE_00000494	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0645900	gene	5	0.864283	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.864283	0.918296	0.585553	1	1	0.817566	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000371	OBJ_GENE_00000510	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0659400	gene	1	0.997674	L1_strict_matched	matched_background_candidate	L1_strict_matched	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.997674	0.991246	0.997122	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000372	OBJ_GENE_00000510	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0658400	gene	2	0.987306	L1_strict_matched	matched_background_candidate	L1_strict_matched	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.987306	0.969498	0.96703	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000373	OBJ_GENE_00000510	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0657000	gene	3	0.977724	L1_strict_matched	matched_background_candidate	L1_strict_matched	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.977724	0.917113	0.971508	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000374	OBJ_GENE_00000510	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0660300	gene	4	0.93858	L1_strict_matched	matched_background_candidate	L1_strict_matched	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.93858	0.927675	0.988636	1	1	0.776589	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000375	OBJ_GENE_00000510	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0658600	gene	5	0.907515	L1_strict_matched	matched_background_candidate	L1_strict_matched	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.907515	0.977304	0.969653	1	1	0.590616	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000376	OBJ_GENE_00000511	data_lt_2007__llt_code	gene	GENE_BG_Os01g0659200	gene	1	0.88196	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.88196	0.991246	0.418554	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000377	OBJ_GENE_00000511	data_lt_2007__llt_code	gene	GENE_BG_Os01g0658400	gene	2	0.874984	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.874984	0.961268	0.41365	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000378	OBJ_GENE_00000511	data_lt_2007__llt_code	gene	GENE_BG_Os01g0657000	gene	3	0.864645	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.864645	0.909745	0.413478	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000379	OBJ_GENE_00000511	data_lt_2007__llt_code	gene	GENE_BG_Os01g0660300	gene	4	0.825896	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.825896	0.935337	0.417553	1	1	0.776589	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000380	OBJ_GENE_00000511	data_lt_2007__llt_code	gene	GENE_BG_Os01g0658600	gene	5	0.794737	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.794737	0.968942	0.414129	1	1	0.590616	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000381	OBJ_GENE_00000513	data_lt_2007__spkf	gene	GENE_BG_Os01g0659400	gene	1	0.818795	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.818795	0.935422	0.381964	1	1	0.776589	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000382	OBJ_GENE_00000513	data_lt_2007__spkf	gene	GENE_BG_Os01g0660200	gene	2	0.817425	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.817425	0.994074	0.381544	1	1	0.711508	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000383	OBJ_GENE_00000513	data_lt_2007__spkf	gene	GENE_BG_Os01g0659200	gene	3	0.817178	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.817178	0.927758	0.381544	1	1	0.776589	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000384	OBJ_GENE_00000513	data_lt_2007__spkf	gene	GENE_BG_Os01g0660500	gene	4	0.814642	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.814642	0.979315	0.382385	1	1	0.711508	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000385	OBJ_GENE_00000513	data_lt_2007__spkf	gene	GENE_BG_Os01g0660700	gene	5	0.81213	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.81213	0.969284	0.379858	1	1	0.711508	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000386	OBJ_GENE_00000519	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0667700	gene	1	0.819489	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.819489	0.983005	0.33785	1	1	0.776589	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000387	OBJ_GENE_00000519	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0667000	gene	2	0.806053	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.806053	0.979626	0.339133	1	1	0.711508	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000388	OBJ_GENE_00000519	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0668100	gene	3	0.800306	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.800306	0.951532	0.338492	1	1	0.711508	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000389	OBJ_GENE_00000519	data_lt_2007__cult_code_repro	gene	GENE_BG_LOC_Os01g47710	gene	4	0.763192	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.763192	1	0.339454	1	1	0.476505	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000390	OBJ_GENE_00000519	data_lt_2007__cult_code_repro	gene	GENE_BG_LOC4326320	gene	5	0.763182	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.763182	0.999949	0.339454	1	1	0.476505	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000391	OBJ_GENE_00000521	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0667700	gene	1	0.913656	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.913656	0.98159	0.58669	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000392	OBJ_GENE_00000521	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0668400	gene	2	0.907563	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.907563	0.960533	0.577281	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000393	OBJ_GENE_00000521	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0667200	gene	3	0.907259	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.907259	0.952486	0.583807	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000394	OBJ_GENE_00000521	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0668600	gene	4	0.906131	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.906131	0.952458	0.578197	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000395	OBJ_GENE_00000521	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0668901	gene	5	0.903723	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.903723	0.942245	0.576371	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000396	OBJ_GENE_00000525	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0668901	gene	1	0.888943	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.888943	0.970071	0.474644	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000397	OBJ_GENE_00000525	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0668600	gene	2	0.887072	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.887072	0.959479	0.475882	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000398	OBJ_GENE_00000525	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0668400	gene	3	0.885337	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.885337	0.951422	0.475261	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000399	OBJ_GENE_00000525	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0670100	gene	4	0.882756	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.882756	0.946296	0.467486	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000400	OBJ_GENE_00000525	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0670300	gene	5	0.881344	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.881344	0.937485	0.469233	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000401	OBJ_GENE_00000529	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0670300	gene	1	0.914029	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.914029	0.981378	0.588766	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000402	OBJ_GENE_00000529	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0670100	gene	2	0.91232	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.91232	0.971905	0.589694	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000403	OBJ_GENE_00000529	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0669100	gene	3	0.899761	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.899761	0.9211	0.577704	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000404	OBJ_GENE_00000529	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0672400	gene	4	0.899576	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.899576	0.910037	0.587842	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000405	OBJ_GENE_00000529	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0673600	gene	5	0.889131	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.889131	0.857813	0.587842	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000406	OBJ_GENE_00000537	data_lt_2007__spkf	gene	GENE_BG_Os01g0675500	gene	1	0.91236	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.91236	0.978591	0.583208	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000407	OBJ_GENE_00000537	data_lt_2007__spkf	gene	GENE_BG_Os01g0675000	gene	2	0.909334	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.909334	0.963464	0.583208	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000408	OBJ_GENE_00000537	data_lt_2007__spkf	gene	GENE_BG_Os01g0674700	gene	3	0.906561	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.906561	0.949598	0.583208	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000409	OBJ_GENE_00000537	data_lt_2007__spkf	gene	GENE_BG_Os01g0673600	gene	4	0.896941	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.896941	0.899679	0.585028	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000410	OBJ_GENE_00000537	data_lt_2007__spkf	gene	GENE_BG_Os01g0673700	gene	5	0.853002	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.853002	0.907009	0.581409	1	1	0.776589	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000411	OBJ_GENE_00000538	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0680200	gene	1	0.868221	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.868221	0.923423	0.41768	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000412	OBJ_GENE_00000538	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0675800	gene	2	0.859434	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.859434	0.883221	0.413951	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000413	OBJ_GENE_00000538	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0683100	gene	3	0.843559	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.843559	0.815642	0.402151	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000414	OBJ_GENE_00000538	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0678600	gene	4	0.837155	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.837155	0.990588	0.418598	1	1	0.776589	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000415	OBJ_GENE_00000538	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0678700	gene	5	0.799214	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.799214	0.987315	0.418138	1	1	0.590616	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000416	OBJ_GENE_00000539	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0680200	gene	1	0.868212	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.868212	0.923382	0.41768	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000417	OBJ_GENE_00000539	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0675800	gene	2	0.859442	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.859442	0.883259	0.413951	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000418	OBJ_GENE_00000539	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0683100	gene	3	0.843552	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.843552	0.81561	0.402151	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
