object_id	object_type	gene_id	gene_symbol	chrom	start	end	annotation_record_count	external_knowledge_hit_count	known_gene_proximity	database_source_count	trait_evidence_count	annotation_richness_score	literature_bias_proxy	research_bias_score	research_bias_fields_available	notes	pipeline_version
OBJ_GENE_00000384	gene	Os01g0559600	VPE2, OsVPE2, OsaLeg1, Leg1, OsLeg1	1	21230393	21234906	1	10	0	1	8	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.320619	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000385	gene	Os01g0560000	AH8, OsAH8	1	21265832	21270762	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000386	gene	Os01g0562400	FKBP57, OsFKBP65b, FKBP65b, OsFKBP57	1	21381884	21389642	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000387	gene	Os01g0563000	FKBP73, OsFKBP65a, FKBP65a, OsFKBP73	1	21415236	21441439	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000388	gene	Os01g0564300	FKBP46, OsFKBP65c, FKBP65c, OsFKBP46	1	21525509	21549819	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000389	gene	Os01g0566100	ELF3.2, OsELF3.2, ELF3_chr.1, OsELF3-2, ELF3-2, OsELF3b, ELF3b	1	21637031	21643111	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000390	gene	Os01g0567500	MST8, OsMST8, OSMST8, OsSTP8, STP8	1	21719861	21722018	1	9	0	1	8	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.310613	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000391	gene	Os01g0567600	MST7, OsMST7, OsSTP7, STP7, OSMST7	1	21723648	21725909	1	3	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000392	gene	Os01g0568400	GNK2RLK3, Gnk2RLK-3, OsGnk2RLK-3, OsGNK2RLK3	1	21837626	21848084	1	3	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000393	gene	Os01g0568800	RLCK37, Gnk2-K1, OsRLCK37, OsGnk2-K1	1	21790330	21797182	1	3	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000394	gene	Os01g0570800	IQM1, OsIQM1	1	21900067	21903103	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000395	gene	Os01g0571300	HSFA7, OsHsfA7, OsHsf-01, HSFA6B, HSF01, OsHSF1, HSF1, OsEnS-9, OsHsfA7a, HsfA7a	1	21938865	21941797	1	11	0	1	8	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.329882	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000396	gene	Os01g0572100	C3H7, OsC3H7, DLN12, OsDLN12, OsCPSF30-L2, CPSF30-L2	1	21973502	21981885	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000397	gene	Os01g0574600	GLYR2, OsGR2, GR2, OsGLYR2	1	22088204	22091018	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000398	gene	Os01g0575200	OsbHLH024	1	22138044	22142395	1	14	0	1	8	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.354152	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000399	gene	Os01g0575500	SCD1, OsSCD1, OsWD40-16, WD40-16, OsDWD31, DWD31	1	22163109	22180388	1	3	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000400	gene	Os01g0576100	Rb1, Rb, OsbHLH012, bHLH012, bHLH12, OsRb, OsRb1	1	22215593	22241305	1	8	0	1	8	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.299737	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000401	gene	Os01g0577300	PSH1, Rb, Rb2, Rb*, bhlh165, OsbHLH165, OsPSH1, OsRb2	1	22301233	22327456	1	6	0	1	6	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.274653	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000402	gene	Os01g0577600	NA	1	22337554	22341551	1	1	0	1	1	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.173287	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000403	gene	Os01g0578000	RAD51C, OsRAD51C, OsRad51C, RAD51C-1, RAD51C-2, RAD51C-3	1	22353427	22358405	1	16	0	1	12	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.368055	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000404	gene	Os01g0578000	RAD51C, RAD51C-2, OsRAD51C, OsRad51C, RAD51C-1, RAD51C-3	1	22353484	22358366	1	16	0	1	12	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.368055	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000405	gene	Os01g0578000	RAD51C, RAD51C-3, OsRAD51C, OsRad51C, RAD51C-1, RAD51C-2	1	22353427	22358405	1	16	0	1	12	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.368055	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000406	gene	Os01g0578500	SAF, SaF, OsFbox019, OsFbox19, Os_F0070, OsFBD1, FBD1	1	22375575	22377307	1	15	0	1	12	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.361296	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000407	gene	Os01g0578700	SAM, SaM, SaM-	1	22379143	22382500	1	15	0	1	11	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.361296	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000408	gene	Os01g0578700	SAM, SaM, SaM+	1	22379143	22382540	1	15	0	1	11	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.361296	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000409	gene	Os01g0579600	CBL9, OsCBL9	1	22427831	22430870	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000410	gene	Os01g0580400	HAP5J, OsNF-YC8, NF-YC8, OsHAP5J, NFYC8	1	22474568	22476504	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000411	gene	Os01g0580500	ACO7, OsACO7	1	22489496	22490967	1	4	0	1	4	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.243239	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000412	gene	Os01g0581300	LYCE, OsLCYe, OsLCYepsilon, LCYepsilon, epsilon-LCY, OsLYCE, OsLYC-E, LYC-E	1	22535013	22538645	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000413	gene	Os01g0582600	HARBI1-1, OsHARBI1-1	1	22604528	22606674	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000414	gene	Os01g0584900	WRKY77, OsWRKY77, WRKY-77	1	22731943	22733237	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000415	gene	Os01g0586400	HDA701, OsHDA701, OsSTA18	1	22808603	22810801	1	7	0	1	6	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.287823	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000416	gene	Os01g0587000	VHA-D, OsV-ATPase d, OsVHA-d, VHA-d	1	22855514	22859716	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000417	gene	Os01g0587300	FTIP11, OsFTIP9, FTIP9, OsC2DP5, C2DP5, OsFTIP11	1	22868370	22872278	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000418	gene	Os01g0587400	SDRLK49, SDRLK-49, OsSDRLK-49, OsSDRLK49	1	22879904	22895941	1	5	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.25993	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000419	gene	Os01g0587400	SDRLK49, SDRLK-49, OsSDRLK-49, OsSDRLK49	1	22879868	22886954	1	5	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.25993	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000420	gene	Os01g0587400	SDRLK49, SDRLK-49, OsSDRLK-49, OsSDRLK49	1	22888322	22895941	1	5	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.25993	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000421	gene	Os01g0588200	OsVDAC3, VDAC3, OSVDAC3, osvdac3	1	22908290	22910674	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000422	gene	Os01g0588900	LOG, LOG1, Log, log, OsLOG1, OsLOG	1	22955070	22959148	1	10	0	1	6	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.320619	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000423	gene	Os01g0589300	TRBF1, OsTRBF1	1	22988229	22991922	1	4	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.243239	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000424	gene	Os01g0591000	ALDH1A, ALDH1a, Aldh1a, OsALDH1a, OsALDH2C4, ALDH2C4	1	23097292	23106301	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000425	gene	Os01g0591300	ALDH2C1, OsHCALDH2, HCALDH2, OsALDH2C2, ALDH2C2, OsALDH2C1	1	23113647	23119704	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000426	gene	Os01g0593200	FLZ2, OsFLZ2	1	23224373	23226605	1	16	0	1	9	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.368055	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000427	gene	Os01g0595100	BTZ1, OsBTZ1	1	23316218	23322871	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000428	gene	Os01g0595700	RALYASE1, OsRALyase1, RALyase1, OsFBX17, FBX17	1	23347750	23349352	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000429	gene	Os01g0597600	ATL15, OsATL15	1	23447173	23448687	1	11	0	1	11	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.329882	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000430	gene	Os01g0598200	CBL5, OsCBL5	1	23498445	23502375	1	9	0	1	7	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.310613	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000431	gene	Os01g0601625	NA	1	23631696	23635511	1	1	0	1	1	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.173287	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000432	gene	Os01g0601675	NA	1	23639654	23642878	1	1	0	1	1	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.173287	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000433	gene	Os01g0602200	CYP72A31	1	23663277	23664196	1	5	0	1	5	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.25993	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000434	gene	Os01g0603500	NA	1	23770115	23771515	1	1	0	1	1	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.173287	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000435	gene	Os01g0605400	GEX3, OsGEX3	1	23847015	23850623	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000436	gene	Os01g0607100	AGP29, OsLTP47, OsAGP29	1	23919276	23921549	1	14	0	1	8	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.354152	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000437	gene	Os01g0607400	OsLUGL, LUGL, OsKKX, KKX, OsWD40-17	1	23938399	23949885	1	7	0	1	7	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.287823	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000438	gene	Os01g0607900	OsRPK1, OsJNipponRPK1, OsI219RPK1, OsI9311RPK1	1	23976021	23981901	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000439	gene	Os01g0608400	NA	1	24021928	24027660	1	1	0	1	1	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.173287	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000440	gene	Os01g0609300	PDR9, OsPDR9, ospdr9, OsPDR3, PDR3, OsABCG36/OsPDR9, OsABCG36	1	24075070	24082181	1	29	0	1	18	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.433217	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000441	gene	Os01g0609900	PDR8, OsABCG37, OsPDR8, PDR4, P0410E03.16, OsPDR4	1	24107088	24115287	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000442	gene	Os01g0610300	IBM2, OsASI1, OsIBM2, TN1, OsTN1	1	24136871	24144292	1	6	0	1	6	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.274653	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000443	gene	Os01g0610400	SNAT3, OsSNAT3, HAG717, OsHAG717	1	24145891	24148846	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000444	gene	Os01g0611000	DFOT1, OsDFOT1	1	24181111	24183979	1	5	0	1	5	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.25993	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000445	gene	Os01g0611100	RAN1, OsRAN1	1	24187312	24189794	1	5	0	1	5	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.25993	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000446	gene	Os01g0612600	SIDP361, OsSIDP361	1	24282911	24285306	1	11	0	1	9	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.329882	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000447	gene	Os01g0612700	LOL2, OsLOL2, OsLOL5, LOL5, OsLSD5	1	24296432	24299415	1	14	0	1	11	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.354152	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000448	gene	Os01g0614900	ATG7, OsATG7, Atg7	1	24380637	24386666	1	8	0	1	8	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.299737	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000449	gene	Os01g0615050	OCPI1, CPI1, OsCPI1	1	24390875	24391711	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000450	gene	Os01g0615100	OCPI2, CPI2, OsSRO1a, SRO1a, OsCPI2, OCPI1	1	24392841	24393423	1	14	0	1	12	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.354152	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000451	gene	Os01g0616100	SCYL2, OsSCYL2	1	24428205	24436102	1	7	0	1	6	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.287823	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000452	gene	Os01g0616400	C3H8, OsC3H8	1	24471931	24478431	1	3	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
